OP,reference,created_time,updated_time,balance_sheet_reference,account_reference,amount
INSERT,fWQ5sr5f,2025-02-08T04:17:21.725992Z,2025-02-08T04:17:21.725992Z,EMyzZpEy,nNMBYWD3,24143
INSERT,FZ8Ec9Xy,2025-02-08T04:20:53.352331Z,2025-02-08T04:20:53.352331Z,EMyzZpEy,2QPjQx6A,205200
INSERT,CDu4UApq,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,2QPjQx6A,543100
INSERT,zByNpvaZ,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,WeVFcpFj,1016
INSERT,jmmViNE8,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,ekrV3GbM,77852
INSERT,7zHyGfcv,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,XHGYEFBk,1594520
INSERT,wqFAnVo2,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,w9KXfqC6,97
INSERT,GSaX3HvA,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,W3Lz4U2i,525105
INSERT,tZN9MM7K,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,efpmBxpS,1
INSERT,wRh7m9Dh,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,TA23Za6E,41575
INSERT,TvmQnvNN,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,cHd76DUN,-7403
INSERT,vGQHB2aX,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,uHAYzo9i,34921
INSERT,VjfEwnmQ,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,oo3dKjpa,10179
INSERT,pRXSugpK,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,FowrhphW,251088
INSERT,wudb69nf,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,xa3Y4mos,787221
INSERT,emAHtHo8,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,afXaDo5U,902380
INSERT,wooSXpKM,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,26CACQcy,0
INSERT,AqJh4FrR,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,tQqodHcm,166119
INSERT,bi273ZQo,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,xDSpGPK7,152330
INSERT,UvK8bV6G,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,SZjph9v8,110105
INSERT,VyrP6U82,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,Bs36Lr9f,-4456048
INSERT,iWdrqDAb,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,FXSs9CVf,762747
INSERT,Rx9TRinc,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,HipTAkxg,200037
INSERT,Ah4JucdV,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,x8Ejq3ms,150022
INSERT,WebwxPBc,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,BKugABq9,18183
INSERT,y6vwTMy4,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,yy7yR7mw,51359
INSERT,qYDuadfm,2025-03-05T15:23:55Z,2025-03-05T15:23:55Z,FjVTND3X,nNMBYWD3,24143
